grb,time _ut_,trigger number,bat ra _j2000_,bat dec _j2000_,bat 90_ error radius _arcmin_,bat t90 _sec_,bat fluence _15_150 kev_ _10__7 erg_cm_2_,bat fluence 90_ error _15_150 kev_ _10__7 erg_cm_2_,bat 1_sec peak photon flux _15_150 kev_ _ph_cm_2_sec_,bat 1_sec peak photon flux 90_ error _15_150 kev_ _ph_cm_2_sec_,bat photon index _15_150 kev_ _pl _ simple power_law_ cpl _ cutoff power_law_,bat photon index 90_ error _15_150 kev_,hardness ratio,epeak,satellite_source,grb_class
111229A,22:37:52,510736,76.561,-84.687,2.7,25.4,3.4,0.7,1.0,0.2,"1.85, PL",0.33,0.34049097,0.0,Swift BAT,
111228A,15:44:43,510649,150.063,18.284,1.4,101.20,85,2.0,12.4,0.5,"2.27, PL",0.06,0.2081554,0.0,Swift BAT,
111225A,03:50:37,510341,13.158,51.573,1.3,106.8,13,1.2,0.7,0.1,"1.70, PL",0.15,0.4056016,0.0,Swift BAT,
111215A,14:04:08,509717,349.582,32.44,4.2,796,45,5.0,0.5,0.2,"1.70, PL",0.18,0.4056016,0.0,Swift BAT,
111210A,14:37:03,509419,191.493,-7.173,1.7,2.52,1.6,0.2,1.0,0.1,"1.30, PL",0.19,0.64540666,0.0,Swift BAT,
111204A,13:37:28,509018,336.651,-31.414,2.2,48.0,4.7,0.9,0.3,0.2,"1.83, PL",0.30,0.3485368,0.0,Swift BAT,
111129A,16:18:14,508712,307.415,-52.722,2.3,7.6,1.8,0.4,0.9,0.2,"2.56, PL",0.38,0.14793764,0.0,Swift BAT,
111123A,18:13:21,508319,154.845,-20.639,1.1,290.0,73,3.0,0.9,0.1,"1.68, PL",0.07,0.41516268,0.0,Swift BAT,
111121A,16:26:24,508161,154.746,-46.67,1.1,119,22,2.0,7.1,0.3,"1.66, PL",0.12,0.42494592,0.0,Swift BAT,
111109A,02:57:46,507342,118.248,-41.588,1.9,13.0,2.4,0.4,0.5,0.1,"1.86, PL",0.26,0.33653703,0.0,Swift BAT,
111107A,00:50:24,507185,129.487,-66.52,1.2,26.6,8.8,0.8,1.2,0.2,"1.49, PL",0.14,0.51782054,0.0,Swift BAT,
111103B,10:59:03,506903,265.691,1.605,1.0,167,80,2.0,7.2,0.3,"1.41, PL",0.05,0.5681886,0.0,Swift BAT,
111103A,10:35:13,506902,327.111,-10.532,1.1,11.6,14,1.0,3.1,0.3,"1.30, PL",0.10,0.64540666,0.0,Swift BAT,
111029A,09:44:40,506519,44.785,57.101,1.2,7.6,3.9,0.4,1.5,0.2,"0.77, CPL",0.71,1.1884907,277.0,Swift BAT,
111026A,06:47:29,506291,244.256,-47.435,1.8,3.62,1.7,0.2,1.1,0.1,"1.69, PL",0.21,0.41035467,0.0,Swift BAT,
111022B,17:13:04,506074,108.927,49.663,2.0,79.1,9.0,1.2,0.4,0.3,"1.59, PL",0.20,0.46101096,0.0,Swift BAT,
111022A,16:07:04,506070,275.871,-23.666,1.0,24.7,20,1.0,2.5,0.2,"1.01, CPL",0.37,0.9020432,301.0,Swift BAT,
111020A,06:33:49,505926,287.029,-38.031,2.1,0.40,0.65,0.1,0.9,0.2,"1.37, PL",0.26,0.595153,0.0,Swift BAT,
111018A,17:26:24,505801,271.482,-3.88,2.0,36,4.0,0.7,0.4,0.1,"2.18, PL",0.27,0.2313639,0.0,Swift BAT,
111016A,18:37:04,505646,153.826,27.474,2.2,550,40,3.0,0.9,0.2,"1.95, PL",0.12,0.30293033,0.0,Swift BAT,
111008A,22:12:58,505054,60.439,-32.708,1.2,63.46,53,3.0,6.4,0.7,"1.86, PL",0.09,0.33653703,0.0,Swift BAT,
111005A,08:05:14,504779,223.315,-19.722,2.1,26,6.2,1.1,1.1,0.3,"2.03, PL",0.27,0.27585205,0.0,Swift BAT,
110928A,01:51:31,504215,257.745,36.547,2.3,26.7,6.9,1.1,0.9,0.3,"1.09, PL",0.30,0.8226067,0.0,Swift BAT,
110921A,13:51:20,503652,294.094,36.355,1.7,48.00,24,2.0,0.2,0.4,"1.57, PL",0.17,0.47185832,0.0,Swift BAT,
110915A,13:20:44,503219,310.83,-0.713,1.2,78.76,57,2.0,3.3,0.2,"0.94, CPL",0.23,0.9777143,294.0,Swift BAT,
110827A,00:01:52,501520,164.059,53.817,2.2,8.5,1.8,0.3,0.4,0.1,"1.24, PL",0.27,0.69179153,0.0,Swift BAT,
110820A,17:38:27,501095,343.203,70.298,2.1,256,8.2,1.5,0.4,0.1,"1.92, PL",0.28,0.3137472,0.0,Swift BAT,
110818A,20:37:49,500914,317.373,-63.981,1.4,103,40,2.0,1.6,0.3,"1.58, PL",0.11,0.46640354,0.0,Swift BAT,
110808A,06:18:54,458918,57.322,-44.177,2.7,48,3.3,0.8,0.4,0.2,"2.32, PL",0.43,0.19627196,0.0,Swift BAT,
110801A,19:49:42,458521,89.415,80.958,1.1,385,47,3.0,1.1,0.2,"1.84, PL",0.10,0.3444907,0.0,Swift BAT,
110731A,11:09:30,458448,280.513,-28.536,1.0,38.8,60,1.0,11.0,0.3,"1.15, PL",0.05,0.76758957,0.0,Swift BAT,
110726A,01:30:40,458059,286.713,56.07,1.7,5.2,2.2,0.3,1.0,0.2,"0.64, CPL",0.87,1.3793055,264.0,Swift BAT,
110719A,06:09:11,457553,24.57,34.578,1.8,41.0,18,2.0,1.3,0.3,"1.63, PL",0.15,0.44004846,0.0,Swift BAT,
110715A,13:13:50,457330,237.665,-46.237,1.0,13.0,118,2.0,53.9,1.1,"1.25, CPL",0.12,0.68383884,325.0,Swift BAT,
110709B,21:32:39,456967|456969,164.668,-23.47,1.1,55.6,94,2.0,3.4,0.3,"1.29, PL",0.04,0.65291893,0.0,Swift BAT,
110709A,15:24:29,456939,238.895,40.918,1.0,44.7,100,2.0,6.2,0.2,"1.24, PL",0.03,0.69179153,0.0,Swift BAT,
110625A,21:08:28,456073,286.751,6.755,1.3,44.5,280,10.0,49.5,2.4,"1.44, PL",0.04,0.5487588,0.0,Swift BAT,
110610A,15:21:32,455155,308.205,74.827,1.0,46.4,49,1.0,4.2,0.2,"1.51, PL",0.05,0.50593233,0.0,Swift BAT,
110530A,15:31:02,454473,282.045,61.953,2.3,19.6,3.3,0.5,0.4,0.1,"2.06, PL",0.24,0.26632604,0.0,Swift BAT,
110521A,15:51:31.4,453788,120.132,45.818,1.8,13.8,4.4,0.5,0.5,0.1,"0.90, PL",0.22,1.0237263,0.0,Swift BAT,
110520A,20:28:48,453747,134.363,56.418,1.1,15.7,11,1.0,1.1,0.2,"1.13, PL",0.10,0.7855134,0.0,Swift BAT,
110519A,02:12:16,453628,261.638,-23.426,1.0,27.2,40,1.0,4.6,0.3,"2.09, PL",0.06,0.25712493,0.0,Swift BAT,
110503A,17:35:45,452685,132.799,52.211,1.0,10.0,100,4.0,1.35,0.06,"0.88, CPL",0.25,1.0475254,288.0,Swift BAT,
110422A,15:41:55,451901,112.057,75.1,1.0,25.9,410,10.0,30.7,1.0,"0.86, CPL",0.10,1.0718691,286.0,Swift BAT,
110420B,22:42:11,451794,320.045,-41.277,2.2,0.084,0.53,0.11,0.7,0.2,"1.52, CPL",2.56,0.5000895,352.0,Swift BAT,
110420A,11:02:24,451757,2.164,-37.877,1.0,11.8,59,2.0,14.0,0.9,"2.30, PL",0.07,0.20094265,0.0,Swift BAT,
110414A,07:42:14,451343,97.876,24.349,1.6,152.0,35,3.0,1.1,0.3,"1.70, PL",0.14,0.4056016,0.0,Swift BAT,
110412A,07:33:21,451191,133.491,13.488,1.9,23.4,18,2.0,2.0,0.4,"1.54, PL",0.14,0.48860267,0.0,Swift BAT,
110411A,19:34:11,451165,291.427,67.706,1.0,80.3,33,2.0,1.3,0.2,"1.51, PL",0.31,0.50593233,0.0,Swift BAT,
110407A,14:06:41,450884,186.022,15.726,1.5,145,17,2.0,1.73,0.12,"0.73, CPL",0.64,1.2442517,273.0,Swift BAT,
110402A,00:12:57,450545,197.432,61.247,1.7,60.9,34,4.0,4.1,0.7,"1.59, PL",0.17,0.46101096,0.0,Swift BAT,
110319B,19:34:02,Ground Analysis|20158,326.088,-56.774,1.0,14.5,10,1.0,1.25,0.15,"1.39, PL",0.05,0.58151686,0.0,Swift BAT,
110319A,02:16:41,449578,356.51,-66.008,1.0,19.3,14,1.0,2.2,0.2,"1.31, CPL",0.43,0.63797957,331.0,Swift BAT,
110318B,15:27:09,449549,211.691,-51.577,1.7,4.8,2.9,0.3,0.7,0.1,"1.09, PL",0.17,0.8226067,0.0,Swift BAT,
110318A,13:14:19,449542,338.292,-15.278,1.0,16.0,49,2.0,8.0,0.5,"1.05, CPL",0.23,0.8614237,305.0,Swift BAT,
110315A,23:57:04,449399,279.205,17.537,1.0,77,41,2.0,1.7,0.2,"1.77, PL",0.08,0.3738165,0.0,Swift BAT,
110312A,17:55:37,449074,157.5,-5.259,2.3,28.7,8.2,1.3,1.2,0.3,"2.32, PL",0.26,0.19627196,0.0,Swift BAT,
110305A,06:38:01,448229,260.877,-15.81,1.9,12.0,8.0,1.0,1.2,0.3,"1.62, PL",0.19,0.44519925,0.0,Swift BAT,
110223B,21:25:48,446677,150.34,-68.329,2.0,54.0,6.1,0.8,0.6,0.1,"1.65, PL",0.21,0.42992243,0.0,Swift BAT,
110223A,20:56:59,446674,345.386,87.586,2.5,7.0,1.6,0.4,0.6,0.2,"1.70, PL",0.33,0.4056016,0.0,Swift BAT,
110213A,05:17:29,445414,42.978,49.278,1.4,48.0,59,4.0,1.6,0.6,"1.83, PL",0.12,0.3485368,0.0,Swift BAT,
110212A,01:09:08,445321,69.025,43.716,1.4,3.3,2.4,0.3,1.5,0.2,"0.78, CPL",0.85,1.1749395,278.0,Swift BAT,
110210A,09:52:41,445141,13.108,7.778,3.2,233,9.6,1.9,0.3,0.1,"1.73, PL",0.29,0.39166564,0.0,Swift BAT,
110208A,21:10:46,445038,22.487,-20.561,1.8,37.4,2.7,0.6,0.6,0.1,"2.08, PL",0.31,0.26015654,0.0,Swift BAT,
110207A,11:17:20,444912,12.54,-10.79,1.3,80.3,16,1.0,1.1,0.1,"1.30, PL",0.12,0.64540666,0.0,Swift BAT,
110205A,02:02:41,444643,164.603,67.533,2.2,257,170,0.0,3.6,0.2,"1.80, PL",0.04,0.36095843,0.0,Swift BAT,
110201A,09:35:08,444230,137.489,88.61,1.3,13.0,7.0,0.5,1.1,0.1,"1.09, PL",0.11,0.8226067,0.0,Swift BAT,
110128A,01:44:33,443861,193.871,28.108,2.3,30.7,7.2,1.4,0.8,0.2,"1.31, PL",0.30,0.63797957,0.0,Swift BAT,
110119A,22:20:58,442978,348.589,5.982,1.5,208,70,2.0,2.2,0.1,"1.44, PL",0.05,0.5487588,0.0,Swift BAT,
110112A,04:12:18,442039,329.936,26.47,2.6,0.5,0.30,0.09,0.5,0.2,"2.14, PL",0.46,0.24248236,0.0,Swift BAT,
110106B,21:26:17,441676,134.155,47.005,1.2,24.8,20,1.0,2.1,0.3,"1.76, PL",0.11,0.3782021,0.0,Swift BAT,
110106A,15:25:16,441664,79.295,64.199,2.0,4.3,3.0,0.5,1.9,0.3,"1.71, PL",0.28,0.40090278,0.0,Swift BAT,
110102A,18:52:25,441454,245.877,7.617,1.8,264,165,3.0,8.4,0.3,"1.60, PL",0.04,0.45567983,0.0,Swift BAT,
101225A,18:37:45,441015,0.2037,44.5739,3.6,1088.0,19,4.0,0.0,0.0,"1.82, PL",0.32,0.35262975,0.0,Swift BAT,
101224A,05:27:13,440955,285.939,45.706,2.1,0.2,0.58,0.11,0.7,0.2,"0.93, CPL",1.52,0.98902273,293.0,Swift BAT,
101219B,16:27:53,440635,12.259,-34.556,3.9,34,21,4.0,0.6,0.3,"1.56, PL",0.16,0.47737595,0.0,Swift BAT,
101219A,02:31:29,440606,74.586,-2.527,1.0,0.6,4.6,0.3,4.1,0.2,"0.63, PL",0.09,1.3951747,0.0,Swift BAT,
101213A,10:49:23,440285,241.297,21.905,1.1,135,50,2.0,2.2,0.4,"1.53, PL",0.09,0.4943132,0.0,Swift BAT,
101117B,19:13:23,438675,172.991,-72.651,1.1,5.2,11,1.0,4.5,0.3,"1.50, PL",0.09,0.5118424,0.0,Swift BAT,
101114A,00:32:50,438392|Ground Analysis|20150,303.193,14.029,1.8,>10,8.0,0.8,1.8,0.3,"1.29, PL",0.17,0.65291893,0.0,Swift BAT,
101030A,15:56:29,437408,166.39,-16.389,1.1,92.0,20,1.0,0.9,0.1,"1.82, PL",0.10,0.35262975,0.0,Swift BAT,
101024A,11:39:29.82,437016,66.465,-77.261,1.1,18.7,15,1.0,5.5,0.2,"1.15, CPL",0.31,0.76758957,315.0,Swift BAT,
101023A,22:50:12,436981,317.949,-65.389,1.4,80.8,270,10.0,0.0,0.0,"1.26, CPL",0.15,0.6759763,326.0,Swift BAT,
101020A,23:40:41,436737,189.607,23.129,3.4,175.0,26,3.0,0.5,0.2,"2.04, PL",0.17,0.27263993,0.0,Swift BAT,
101017A,10:32:47,436429,291.377,-35.141,1.0,70.0,180,10.0,9.4,0.4,"1.45, PL",0.03,0.5424288,0.0,Swift BAT,
101011A,16:58:35,436094,48.274,-65.99,1.2,71.5,14,1.0,1.3,0.2,"1.24, PL",0.14,0.69179153,0.0,Swift BAT,
101008A,16:43:15,435903,328.882,37.06,2.1,104,11,2.0,1.6,0.2,"1.59, PL",0.24,0.46101096,0.0,Swift BAT,
100928A,02:19:52,435160,223.037,-28.542,2.3,3.3,3.5,0.6,2.5,0.5,"1.79, PL",0.29,0.3651952,0.0,Swift BAT,
100924A,03:58:08,434843,0.672,7.004,1.0,96.0,83,3.0,1.5,0.3,"1.53, PL",0.06,0.4943132,0.0,Swift BAT,
100917A,05:03:25,434360,289.25,-17.12,2.1,66,8.6,1.2,0.6,0.2,"1.67, PL",0.23,0.4200262,0.0,Swift BAT,
100915A,01:31:05,434178,315.664,65.676,2.0,200,15,2.0,0.5,0.3,"1.50, PL",0.24,0.5118424,0.0,Swift BAT,
100906A,13:49:27,433509,28.697,55.634,1.0,114.4,120,0.0,10.1,0.4,"1.78, PL",0.03,0.36948106,0.0,Swift BAT,
100905A,15:08:14,433442,31.542,14.919,1.7,3.4,1.7,0.2,0.6,0.1,"1.09, PL",0.19,0.8226067,0.0,Swift BAT,
100904A,01:33:43,433273,172.907,-16.185,1.8,31.3,13,1.0,1.6,0.3,"1.67, PL",0.16,0.4200262,0.0,Swift BAT,
100902A,19:31:54,433160,48.626,30.97,1.3,428.8,32,2.0,1.0,0.1,"1.98, PL",0.13,0.29248163,0.0,Swift BAT,
100901A,13:34:10,433065,27.252,22.751,3.5,439,21,3.0,0.8,0.2,"1.52, PL",0.21,0.5000895,0.0,Swift BAT,
100823A,17:25:35,432420,20.706,5.848,1.4,16.9,4.1,0.4,1.0,0.1,"2.19, PL",0.18,0.22866389,0.0,Swift BAT,
100816A,00:37:51,431764,351.738,26.568,1.0,2.9,20,1.0,10.9,0.4,"0.73, CPL",0.24,1.2442517,273.0,Swift BAT,
100814A,03:50:11,431605,22.479,-17.99,1.0,174.5,90,2.0,2.5,0.2,"1.47, PL",0.04,0.52998394,0.0,Swift BAT,
100807A,09:13:13,431128,55.283,67.665,1.9,7.9,3.4,0.5,1.8,0.2,"2.32, PL",0.23,0.19627196,0.0,Swift BAT,
100805A,04:12:42,430957,299.846,52.618,2.0,15.0,5.1,0.8,0.7,0.2,"1.76, PL",0.23,0.3782021,0.0,Swift BAT,
100802A,05:45:36,430603,2.482,47.752,1.1,487,36,2.0,0.9,0.1,"1.85, PL",0.10,0.34049097,0.0,Swift BAT,
100728B,10:31:55,430172,44.051,0.296,1.5,12.1,17,1.0,3.5,0.5,"1.55, PL",0.14,0.48295715,0.0,Swift BAT,
100728A,02:18:24,430151,88.753,-15.259,1.0,198.5,380,0.0,5.1,0.2,"1.18, PL",0.02,0.74145645,0.0,Swift BAT,
100727A,05:42:17,430094,154.187,-21.417,1.6,84,12,1.0,1.2,0.1,"1.81, PL",0.13,0.3567701,0.0,Swift BAT,
100725B,11:24:34,429969,290.029,76.955,1.2,200,68,2.0,2.4,0.1,"1.89, PL",0.06,0.32494506,0.0,Swift BAT,
100725A,07:12:52,429954,166.468,-26.667,1.2,141,20,1.0,0.7,0.1,1.23,0.12,0.69983524,0.0,Swift BAT,
100724A,00:42:19,429868,194.569,-11.095,1.7,1.4,1.6,0.2,1.9,0.2,"1.92, PL",0.21,0.3137472,0.0,Swift BAT,
100719A,03:30:57,429357,112.319,-5.857,2.4,36.0,5.3,0.9,0.6,0.2,"1.69, PL",0.25,0.41035467,0.0,Swift BAT,
100704A,03:35:08,426722,133.639,-24.202,1.0,197.5,60,2.0,4.3,0.2,"1.73, PL",0.06,0.39166564,0.0,Swift BAT,
100702A,01:03:47,426438,245.693,-56.549,1.4,0.16,1.2,0.1,2.0,0.2,"1.54, PL",0.15,0.48860267,0.0,Swift BAT,
100628A,08:16:40,426114,225.943,-31.653,2.1,0.036,0.25,0.05,0.5,0.1,"2.67, CPL",+1.8/-3.7,0.12992094,467.0,Swift BAT,
100625A,18:32:28,425647,15.796,-39.091,1.0,0.33,2.3,0.2,2.6,0.2,"0.90, PL",0.10,1.0237263,0.0,Swift BAT,
100621A,03:03:32,425151,315.309,-51.102,1.0,63.6,210,0.0,12.8,0.3,"1.90, PL",0.03,0.3211693,0.0,Swift BAT,
100619A,00:21:07,424998,84.618,-27.012,1.0,97.5,45,1.0,4.8,0.2,"1.83, PL",0.06,0.3485368,0.0,Swift BAT,
100615A,01:59:03,424733,177.208,-19.483,1.0,39,50,1.0,5.4,0.2,"1.87, PL",0.04,0.3326284,0.0,Swift BAT,
100614A,21:38:26,424716,263.534,49.232,1.6,225,27,2.0,0.7,0.2,"1.88, PL",0.15,0.3287646,0.0,Swift BAT,
100606A,19:12:41,424031,350.617,-66.234,1.1,480,64,4.0,1.6,0.4,"1.35, PL",0.10,0.609104,0.0,Swift BAT,
100526B,19:00:38,423184,0.777,-37.913,3.0,64.0,4.7,0.9,0.1,0.1,"1.47, PL",0.28,0.52998394,0.0,Swift BAT,
100526A,16:26:10,423181,230.792,25.623,2.0,102,25,2.0,0.7,0.3,"1.83, PL",0.17,0.3485368,0.0,Swift BAT,
100522A,03:45:52,422783,6.99,9.397,1.0,35.3,21,1.0,7.1,0.3,"1.89, PL",0.08,0.32494506,0.0,Swift BAT,
100513A,02:07:08,421814,169.606,3.617,1.5,84,14,1.0,0.6,0.1,"1.62, PL",0.14,0.44519925,0.0,Swift BAT,
100508A,09:20:42,421386,76.263,-20.744,2.2,52,7.0,1.1,0.4,0.2,"1.23, PL",0.25,0.69983524,0.0,Swift BAT,
100504A,19:20:59,421124,255.575,-35.59,1.0,97.3,24,1.0,1.7,0.2,"1.76, PL",0.10,0.3782021,0.0,Swift BAT,
100425A,02:50:45,420398,299.161,-26.463,2.4,37.0,4.7,0.9,1.4,0.2,"2.42, PL",0.32,0.17448062,0.0,Swift BAT,
100424A,16:32:42,420367,209.453,1.512,1.5,104,15,1.0,0.4,0.1,"1.83, PL",0.13,0.3485368,0.0,Swift BAT,
100418A,21:10:08,419797,256.358,11.457,1.9,7.0,3.4,0.5,1.0,0.2,"2.16, PL",0.25,0.2368587,0.0,Swift BAT,
100413A,17:33:28,419404,266.223,15.835,1.5,191,62,2.0,0.7,0.1,"1.25, PL",0.07,0.68383884,0.0,Swift BAT,
100324A,00:21:27,Ground Analysis|20130,98.612,-9.735,2.5,~6,0.7,0.3,0.3,0.1,"2.4, PL",0.3,0.17863843,0.0,Swift BAT,
100316C,08:57:59,416115,32.309,-67.992,2.0,9.3,1.8,0.3,0.4,0.1,"1.58, PL",0.26,0.46640354,0.0,Swift BAT,
100316B,08:01:36,416103,163.499,-45.464,1.4,3.8,2.0,0.2,1.3,0.1,"2.23, PL",0.18,0.21817169,0.0,Swift BAT,
100316A,02:23:00,416076,251.953,71.819,1.7,7.0,8.2,0.9,2.3,0.4,"1.46, PL",0.18,0.53617084,0.0,Swift BAT,
100305A,09:05:38,414905,168.373,42.381,1.9,69.7,15,2.0,0.9,0.3,"1.27, PL",0.23,0.66820276,0.0,Swift BAT,
100302A,19:53:06,414592,195.504,74.568,1.7,17.9,3.1,0.4,0.5,0.1,"1.72, PL",0.19,0.39625767,0.0,Swift BAT,
100219A,15:15:46,412982,154.202,-12.555,2.5,18.8,3.7,0.6,0.4,0.1,1.34,0.25,0.61619985,0.0,Swift BAT,
100213A,22:27:48,412217,349.379,43.37,1.4,2.4,2.7,0.3,2.1,0.2,"1.34, PL",0.15,0.61619985,0.0,Swift BAT,
100212A,14:07:22,412081,356.445,49.492,2.1,136,9.1,1.2,2.2,0.2,"2.20, PL",0.22,0.22599503,0.0,Swift BAT,
100206A,13:30:05,411412,47.168,13.175,1.5,0.12,1.4,0.2,1.4,0.2,"0.63, PL",0.17,1.3951747,0.0,Swift BAT,
100205A,04:18:43,411248,141.385,31.74,2.1,26.0,4.0,0.7,0.4,0.1,"1.60, PL",0.25,0.45567983,0.0,Swift BAT,
100119A,18:25:25,383063,299.308,-53.149,1.3,23.8,140,0.0,7.7,1.0,"1.01, PL",0.06,0.9020432,0.0,Swift BAT,
100117A,21:06:19,382941,11.28,-1.586,1.7,0.3,0.93,0.13,2.9,0.4,"0.88, PL",0.22,1.0475254,0.0,Swift BAT,
100111A,04:12:49,382399,247.029,15.539,1.2,12.9,6.7,0.5,1.9,0.2,"1.69, PL",0.13,0.41035467,0.0,Swift BAT,
091221,20:52:52,380311,55.798,23.243,1.4,68.5,57,2.0,3.0,0.2,"1.59, PL",0.06,0.46101096,0.0,Swift BAT,
091208B,09:49:57,378559,29.411,16.881,1.2,14.9,33,2.0,15.2,1.0,"1.74, PL",0.11,0.3871261,0.0,Swift BAT,
091208A,08:46:00,378554,0.295,65.68,1.1,29.1,15,1.0,1.8,0.2,"0.81, PL",0.10,1.1351923,0.0,Swift BAT,
091130B,17:59:04,377487,203.149,34.086,1.3,112.5,13,1.0,1.1,0.2,"2.15, PL",0.15,0.23965424,0.0,Swift BAT,
091127,23:25:45,377179,36.581,-18.948,1.2,7.1,90,3.0,46.5,2.7,"2.05, PL",0.07,0.26946473,0.0,Swift BAT,
091112,17:41:21,375659,257.751,-36.729,1.5,17,21,4.0,1.9,0.5,"1.03, PL",0.14,0.88150305,0.0,Swift BAT,
091109B,21:49:03,375409,112.75,-54.092,1.2,0.3,1.9,0.2,5.4,0.4,"0.71, PL",0.13,1.2730905,0.0,Swift BAT,
091109A,04:57:43,375246,309.252,-44.177,2.1,48,16,2.0,1.3,0.4,"1.31, PL",0.25,0.63797957,0.0,Swift BAT,
091104,08:49:22,374875,208.723,47.391,2.6,99.3,7.7,1.2,0.4,0.1,"1.74, PL",0.24,0.3871261,0.0,Swift BAT,
091102,14:34:38,374598,72.622,-72.527,1.2,6.6,5.2,0.4,1.4,0.2,"1.08, PL",0.12,0.8321463,0.0,Swift BAT,
091029,03:53:22,374210,60.166,-55.954,1.0,39.2,24,1.0,1.8,0.1,"1.46, CPL",0.27,0.53617084,346.0,Swift BAT,
091026,13:11:30,373871,276.657,-86.113,1.1,41.6,18,1.0,2.2,0.3,"1.53, PL",0.11,0.4943132,0.0,Swift BAT,
091024,08:56:01,373674,339.24,56.885,1.0,109.8,61,3.0,2.0,0.3,"1.20, PL",0.08,0.72452325,0.0,Swift BAT,
091020,21:36:44,373458,175.727,50.977,1.0,34.6,37,1.0,4.2,0.3,"1.53, PL",0.07,0.4943132,0.0,Swift BAT,
091018,20:48:19,373172,32.191,-57.546,1.0,4.4,14,1.0,10.3,0.4,"1.77, CPL",0.24,0.3738165,377.0,Swift BAT,
090929B,10:09:07,371050,117.712,-0.645,1.4,360,59,3.0,3.3,0.2,"1.85, PL",0.08,0.34049097,0.0,Swift BAT,
090927,10:07:16,370846,343.929,-70.973,1.6,2.2,2.0,0.3,2.0,0.2,"1.80, PL",0.20,0.36095843,0.0,Swift BAT,
090926B,21:55:48,370791,46.31,-38.997,1.0,109.7,73,2.0,3.2,0.3,"0.52, CPL",0.24,1.5820545,252.0,Swift BAT,
090916,07:00:44,362818,126.582,25.941,2.7,63.4,9.5,1.8,1.9,0.3,"1.42, PL",0.33,0.5616379,0.0,Swift BAT,
090915,15:35:36,Ground Analysis|20112,237.99,15.48,3,8,5,2.0,0.8,0.3,"1.0, PL",0.2,0.9,0.0,Swift BAT,
090912,15:50:29,362633,188.046,61.475,1.2,144.0,45,3.0,1.0,0.1,"0.91, CPL",0.44,1.0120273,291.0,Swift BAT,
090904B,01:24:18,361831,264.194,-25.219,1.2,47.0,110,0.0,5.3,0.9,"1.59, PL",0.07,0.46101096,0.0,Swift BAT,
090904A,01:01:06,361830,100.855,50.235,3.0,122,30,2.0,1.9,0.2,"2.01, PL",0.10,0.2823888,0.0,Swift BAT,
090831C,21:30:25,361489,108.294,-25.112,2.1,3.3,1.5,0.3,0.5,0.1,"1.33, PL",0.29,0.6233771,0.0,Swift BAT,
090815C,23:21:39,360068,64.49,-65.943,2.7,0.6,0.44,0.12,0.6,0.2,"0.90, PL",0.47,1.0237263,0.0,Swift BAT,
090814A,00:52:19,359951,239.613,25.586,2.0,80,13,2.0,0.6,0.2,"1.81, PL",0.19,0.3567701,0.0,Swift BAT,
090813,04:10:43,359884,225.065,88.571,1.3,7.1,13,1.0,8.5,0.6,"1.69, PL",0.12,0.41035467,0.0,Swift BAT,
090812,06:02:08,359711,353.2,-10.609,1.0,66.7,58,2.0,3.6,0.2,"1.24, PL",0.05,0.69179153,0.0,Swift BAT,
090809,17:31:14,359530,328.665,-0.083,2.0,5.4,3.4,0.5,1.1,0.2,"1.34, PL",0.24,0.61619985,0.0,Swift BAT,
090807,15:00:27,359378,273.741,10.279,1.8,140.8,22,2.0,0.7,0.2,"2.25, PL",0.14,0.2131054,0.0,Swift BAT,
090728,14:45:45,358574,29.644,41.632,1.9,59,10,2.0,1.0,0.3,"2.05, PL",0.26,0.26946473,0.0,Swift BAT,
090727,22:42:18,358520,315.917,64.937,2.2,302,14,2.0,0.5,0.1,"1.24, PL",0.24,0.69179153,0.0,Swift BAT,
090726,22:42:27,358422,248.681,72.866,1.7,67.0,8.6,1.0,0.7,0.2,"2.25, PL",0.19,0.2131054,0.0,Swift BAT,
090715B,21:03:14,357512,251.337,44.837,1.0,266,57,2.0,3.8,0.2,"1.57, PL",0.07,0.47185832,0.0,Swift BAT,
090715A,17:25:39,357498,152.102,10.006,2.4,63,9.8,2.2,3.9,0.5,"1.28, PL",0.42,0.6605173,0.0,Swift BAT,
090712,03:51:05,357072,70.097,22.525,1.6,145,40,3.0,0.9,0.2,"1.33, PL",0.11,0.6233771,0.0,Swift BAT,
090709B,15:07:42,356912,93.522,64.081,1.8,27.2,15,2.0,2.1,0.4,"1.51, PL",0.18,0.50593233,0.0,Swift BAT,
090709A,07:38:34,356890,289.944,60.728,1.0,89,257,3.0,7.8,0.3,"1.22, PL",0.03,0.7079711,0.0,Swift BAT,
090708,03:38:15,356776,154.632,26.616,1.7,15.0,6.9,1.0,1.3,0.3,"1.78, PL",0.22,0.36948106,0.0,Swift BAT,
090628,21:20:12,355942,237.038,-15.969,1.7,20.1,7.0,0.8,1.5,0.2,"1.36, PL",0.20,0.6020887,0.0,Swift BAT,
090621B,22:07:25,355359,313.455,69.034,1.7,0.14,0.70,0.1,3.9,0.5,"0.82, PL",0.23,1.1222397,0.0,Swift BAT,
090618,08:28:29,355083,294.008,78.352,0.46,113.2,1050,10.0,38.9,0.8,"1.42, CPL",0.08,0.5616379,342.0,Swift BAT,
090607,05:30:17,354299,191.194,44.108,1.9,2.3,1.1,0.2,0.7,0.1,"1.25, PL",0.30,0.68383884,0.0,Swift BAT,
