Common_Key,fluence_channel_1,error_fluence_channel_1,fluence_channel_2,error_fluence_channel_2,fluence_channel_3,error_fluence_channel_3,fluence_channel_4,error_fluence_channel_4,epeak,epeak_error,alpha,alpha_error,beta,beta_error,amplitude,amplitude_error,peak_flux_64ms,error_peak_flux_64ms,time_peak_flux_64ms,peak_flux_256ms,error_peak_flux_256ms,time_peak_flux_256ms,peak_flux_1024ms,error_peak_flux_1024ms,time_peak_flux_1024ms,T50,T50 Uncertainty,T50 Start Time,T90,T90 Uncertainty,T90 Start Time
829,1.3045e-06,1.5458e-08,3.5076e-06,2.2518e-08,5.0443e-06,4.155e-08,1.7285e-07,1.293e-07,129.0,1.34,0.6377,0.0734,-4.312,0.293,0.3526,0.0281,6.931,0.397,3.712,6.489,0.195,3.84,6.153,0.096,3.968,6.016,0.181,3.456,17.344,0.779,1.024
834,2.0732e-08,1.5289e-08,3.2218e-09,1.2399e-08,5.2752e-08,2.8096e-08,0.0,2.6375e-07,297.4,404.0,-1.218,0.867,-4.054,111.0,0.0009028,0.000702,0.408,0.204,-0.896,0.359,0.102,-0.768,0.202,0.049,-0.064,0.768,0.326,-0.896,1.088,0.547,-1.024
836,1.5944e-09,2.6437e-09,8.5562e-09,3.5287e-09,2.902e-08,7.5106e-09,4.6737e-08,6.4882e-08,250.5,95.7,1.11,2.03,-6.433,162.0,0.002282,0.00285,0.925,0.273,0.0,0.574,0.127,0.192,0.181,0.058,0.64,0.256,0.091,-0.064,0.32,0.091,-0.064
841,7.4195e-07,1.5196e-08,1.0608e-06,2.0485e-08,1.8087e-06,4.5565e-08,2.3398e-06,3.3861e-07,130.4,7.29,-0.6792,0.122,-2.367,0.0774,0.05912,0.00917,6.531,0.432,12.224,6.078,0.21,12.416,4.029,0.091,12.992,5.76,0.962,9.088,17.408,0.516,1.536
845,2.6358e-08,1.2413e-08,3.1637e-08,1.3922e-08,1.862e-07,2.8414e-08,1.1039e-06,5.5485e-07,431.9,114.0,-0.4703,0.263,-2.931,2.12,0.004094,0.000734,0.881,0.258,0.576,0.686,0.125,0.576,0.548,0.059,1.088,0.896,0.272,0.0,2.368,0.73,-1.024
856,9.9393e-09,2.6332e-09,1.6165e-08,3.416e-09,2.0607e-08,7.2118e-09,2.7367e-08,4.2736e-08,67.44,229.0,-1.879,1.22,-2.343,3.53,0.0008173,0.00127,1.621,0.297,0.0,0.767,0.129,0.064,0.206,0.058,0.384,0.128,0.143,-0.064,0.896,0.771,-0.256
869,7.5737e-07,2.6854e-08,1.8642e-06,4.3098e-08,5.5431e-06,1.1044e-07,1.0594e-05,1.1039e-06,616.4,93.6,-0.9577,0.0555,-2.025,0.168,0.02023,0.00091,3.545,0.428,109.504,3.517,0.207,109.632,2.919,0.098,110.336,19.328,0.181,90.176,110.464,0.572,2.368
906,1.4178e-08,4.1981e-09,2.9693e-08,3.7883e-09,2.2335e-07,1.2984e-08,3.1483e-07,6.8593e-08,244.9,70.1,0.06812,0.537,-2.004,0.351,0.007929,0.00399,2.796,0.367,0.256,2.401,0.175,0.32,1.028,0.077,0.832,0.223,0.014,0.044,0.398,0.02,-0.043
907,2.6049e-06,4.3087e-08,3.4927e-06,4.0015e-08,8.2448e-06,1.1346e-07,1.9172e-06,6.1636e-07,262.0,8.34,0.5715,0.0972,-2.837,0.147,0.05293,0.00388,3.744,0.343,1.344,3.569,0.169,1.536,3.447,0.083,2.112,107.904,0.453,11.2,158.08,1.924,1.216
909,4.872e-08,1.1211e-08,1.5794e-08,1.1547e-08,1.0692e-07,3.2873e-08,5.682e-08,1.8668e-07,102.9,144.0,-1.759,1.2,-2.396,2.84,0.001117,0.00157,0.486,0.242,-0.192,0.405,0.119,0.0,0.191,0.056,0.384,0.32,0.143,-0.32,0.832,0.32,-0.512
914,3.3225e-07,1.5048e-08,3.5257e-07,1.3539e-08,7.9622e-07,4.1118e-08,4.9907e-07,2.2878e-07,135.0,8.37,-0.7001,0.14,-2.667,0.197,0.03932,0.00674,2.638,0.327,0.576,2.533,0.163,0.576,2.28,0.08,1.152,2.176,0.143,0.512,6.656,0.653,-0.128
929,2.5935e-08,9.7068e-09,1.7617e-08,1.2096e-08,0.0,3.3622e-08,1.7107e-06,1.8436e-06,64.08,64.1,-1.481,2.8,-2.532,1.88,0.001327,0.00548,1.153,0.223,0.0,0.53,0.098,0.128,0.142,0.044,0.448,0.196,0.028,-0.033,0.801,0.1,-0.064
936,4.9321e-08,7.3518e-09,6.7313e-08,6.8361e-09,2.9985e-07,2.3411e-08,1.0529e-06,2.5387e-07,504.4,228.0,-0.9969,0.183,-1.859,0.246,0.005939,0.00091,5.854,0.438,1.28,3.809,0.179,1.408,1.09,0.062,1.472,0.908,0.22,0.366,1.438,0.065,-0.055
938,4.8055e-07,2.1749e-08,6.3679e-07,1.9764e-08,9.7069e-07,4.8695e-08,0.0,4.6056e-07,174.5,26.7,-1.034,0.178,-2.522,0.445,0.01192,0.00243,1.127,0.23,19.584,1.052,0.112,19.584,0.943,0.055,20.224,9.152,0.516,14.464,30.976,1.382,-0.064
942,2.5918e-08,8.9198e-09,2.1429e-08,8.6975e-09,2.5028e-07,2.9582e-08,5.4228e-07,2.3369e-07,531.5,484.0,-0.4542,0.624,-1.566,0.31,0.001677,0.000725,0.637,0.211,0.0,0.288,0.1,0.448,0.288,0.049,0.96,2.624,0.272,0.064,4.992,1.358,-0.96
946,1.1992e-07,2.2601e-08,1.1006e-07,1.9177e-08,6.6929e-07,5.7111e-08,7.5042e-07,5.9251e-07,1359.0,3.06,-1.222,0.347,-7.851,7.69,0.001588,0.000363,0.877,0.242,-1.6,0.607,0.117,-1.408,0.308,0.055,-0.64,27.008,1.231,0.768,48.512,3.353,-3.84
973,3.0828e-06,2.3936e-08,3.396e-06,2.8366e-08,1.3226e-05,1.0117e-07,2.4951e-05,7.8892e-07,377.1,22.5,-0.9329,0.0342,-2.111,0.061,0.05511,0.00175,5.707,0.405,2.24,5.288,0.198,3.008,5.173,0.098,3.2,22.208,0.264,1.856,89.984,2.12,-40.896
974,2.0571e-08,1.1856e-08,4.4395e-08,1.2384e-08,1.1999e-07,3.3106e-08,9.2301e-07,4.7648e-07,620.3,5.45,-1.151,1.57,-1.429,0.31,0.001137,0.00188,0.551,0.239,-0.896,0.337,0.12,-0.32,0.266,0.059,0.064,1.728,0.286,-0.576,3.2,1.118,-1.024
999,4.8808e-07,1.8188e-08,7.1297e-07,1.8981e-08,2.6165e-06,4.3362e-08,7.4995e-06,3.9662e-07,404.9,37.3,-0.6564,0.0716,-2.037,0.0867,0.02662,0.00153,12.429,0.652,3.968,11.549,0.314,4.096,7.4,0.129,4.672,0.768,0.091,3.712,6.656,0.528,0.32
1009,1.3514e-06,4.7318e-08,1.6645e-06,4.8726e-08,3.1892e-06,1.1398e-07,4.3552e-06,9.9742e-07,364.6,93.6,-1.14,0.121,-2.2,0.362,0.008374,0.000949,0.805,0.229,93.312,0.695,0.113,94.592,0.602,0.055,95.04,275.648,2.096,65.856,356.672,4.39,-1.856
1025,8.4582e-07,2.0594e-08,1.4241e-06,2.3488e-08,2.9873e-06,4.9722e-08,2.0757e-06,2.7466e-07,147.2,3.23,-0.3475,0.0663,-2.842,0.0817,0.1951,0.0145,17.599,0.736,2.112,16.273,0.357,2.176,11.153,0.152,2.496,0.896,0.091,1.408,2.624,0.143,0.192
1036,9.7194e-07,5.0034e-08,1.2863e-06,4.9765e-08,3.2165e-06,9.7668e-08,0.0,4.5136e-07,206.2,42.7,-0.6353,0.368,-2.604,0.654,0.007333,0.00253,1.038,0.254,31.808,0.936,0.125,31.872,0.656,0.059,32.448,32.832,0.551,0.32,100.096,2.319,-17.92
1042,5.8903e-07,2.4028e-08,7.2869e-07,3.3484e-08,7.2291e-07,7.5863e-08,0.0,4.5445e-07,98.04,7.99,-0.7157,0.295,-2.882,0.411,0.02232,0.00888,1.481,0.266,0.0,1.244,0.129,0.192,1.001,0.062,0.64,17.152,2.052,-16.256,25.024,1.319,-20.352
1046,1.5368e-06,7.3801e-08,1.524e-06,5.4778e-08,2.3126e-06,1.0728e-07,2.0377e-06,8.6505e-07,202.4,46.6,-1.172,0.221,-2.397,0.401,0.009328,0.00213,1.102,0.26,0.384,0.943,0.126,0.384,0.813,0.062,0.96,36.608,0.547,-0.768,114.368,2.896,-46.144
1051,6.6279e-09,1.2422e-09,9.3993e-09,1.7686e-09,2.2061e-08,4.0571e-09,3.775e-08,7.6575e-08,231.3,1.49,-0.9072,3.93,-1.546,0.412,0.0009892,0.00494,1.461,0.264,0.0,0.586,0.114,0.128,0.205,0.052,0.128,0.128,0.091,-0.064,0.32,0.32,-0.192
1073,1.4245e-08,2.6031e-09,3.3047e-08,3.7421e-09,1.0893e-07,8.8992e-09,1.3323e-07,6.1486e-08,1241.0,3.11,-1.491,0.24,-8.74,7.82,0.001903,0.000349,2.706,0.333,0.0,2.115,0.155,0.192,0.667,0.063,0.704,0.192,0.091,-0.064,0.512,1.09,-0.256
1085,5.3917e-06,2.4911e-08,1.264e-05,3.7535e-08,2.7852e-05,8.2227e-08,1.3062e-05,3.0529e-07,174.8,1.28,-0.2288,0.0196,-3.843,0.128,0.5359,0.0111,30.623,0.801,6.08,30.354,0.398,6.208,29.585,0.197,6.336,5.76,0.143,4.352,19.2,0.181,1.664
1087,1.7844e-07,5.4973e-08,2.3146e-07,4.3811e-08,4.5152e-07,1.3057e-07,5.3509e-07,6.4972e-07,105.3,25.3,-0.9001,0.91,-7.12,944.0,0.006311,0.00655,0.971,0.342,-0.128,0.849,0.167,0.0,0.514,0.08,0.448,22.272,2.073,-21.76,27.584,2.146,-23.808
1088,1.9668e-08,3.1354e-09,3.6021e-08,2.6773e-09,3.3484e-07,8.2869e-09,2.6574e-06,1.5658e-07,541.9,84.3,-0.09632,0.205,-4.56,14.8,0.003955,0.000399,11.922,0.555,0.0,5.359,0.2,0.192,1.368,0.072,0.704,0.128,0.091,-0.064,0.192,0.091,-0.064
1097,5.2164e-09,3.3252e-09,1.6448e-08,3.0222e-09,4.6415e-08,8.3885e-09,9.2896e-08,4.497e-08,260.8,139.0,3.045,5.35,-2.521,1.61,0.00217,0.00572,2.597,0.307,0.0,1.033,0.123,0.128,0.3,0.054,0.64,0.087,0.024,-0.035,0.794,0.467,-0.17
1102,8.756e-09,1.7591e-09,2.0563e-08,1.8209e-09,7.2377e-08,5.6947e-09,2.0393e-07,8.3916e-08,131.5,40.9,0.008442,1.25,-2.612,0.864,0.008403,0.0123,3.026,0.315,0.0,1.632,0.133,0.128,0.472,0.054,0.896,0.079,0.016,-0.026,0.187,0.078,-0.056
1112,1.4849e-08,4.4968e-09,3.1691e-08,3.4405e-09,1.4168e-07,8.191e-09,1.3467e-06,1.0205e-07,294.4,186.0,-0.301,0.632,-1.423,0.0886,0.00465,0.00298,1.537,0.291,0.128,1.437,0.138,0.192,0.707,0.059,0.832,0.237,0.012,0.043,0.442,0.017,-0.057
1114,3.0775e-07,7.691e-09,4.3681e-07,9.9508e-09,6.2914e-07,1.6941e-08,7.1338e-08,1.1853e-07,132.4,4.7,-0.6943,0.107,-4.36,2.29,0.038,0.00455,2.783,0.313,0.64,2.535,0.152,2.24,1.878,0.07,2.816,2.816,0.143,0.832,4.8,0.547,-0.128
1120,3.9826e-08,1.6158e-08,1.0816e-07,2.3428e-08,2.0391e-07,5.3157e-08,4.8247e-08,3.963e-07,105.0,86.0,0.7112,4.28,-1.919,0.323,0.01914,0.115,0.44,0.24,-0.896,0.297,0.117,-0.448,0.254,0.058,0.064,3.456,0.63,-0.256,9.088,3.923,-1.344
1122,2.6293e-06,2.7476e-08,3.4139e-06,2.3501e-08,1.0883e-05,6.4875e-08,8.1309e-06,3.2286e-07,208.3,5.59,-0.744,0.0386,-2.699,0.0859,0.1076,0.00425,13.787,0.551,10.688,11.602,0.255,10.752,8.196,0.11,10.048,6.08,0.181,6.976,18.752,0.979,2.432
1123,1.1407e-07,1.2138e-08,1.4116e-07,1.3942e-08,5.8053e-07,5.7343e-08,3.8276e-07,5.169e-07,383.8,204.0,-0.7179,0.365,-2.073,0.693,0.003302,0.00106,0.58,0.235,0.192,0.48,0.115,0.256,0.414,0.056,0.64,17.28,0.832,0.704,32.128,3.598,-1.152
1125,1.0788e-07,2.5222e-08,2.5097e-07,2.2968e-08,3.6249e-07,4.7727e-08,0.0,3.5297e-07,95.09,26.1,0.8869,2.19,-2.325,0.262,0.05588,0.169,0.655,0.224,1.984,0.472,0.107,2.112,0.329,0.052,1.088,5.568,0.81,0.64,18.112,5.769,-0.832
1126,1.5189e-07,1.5479e-08,2.2679e-07,1.6708e-08,8.8983e-07,6.3953e-08,9.5273e-07,4.9984e-07,286.0,47.2,-0.245,0.278,-2.983,1.31,0.008456,0.00185,1.08,0.268,0.064,0.801,0.131,1.536,0.703,0.065,1.536,9.6,0.749,1.408,20.288,1.708,-0.192
1129,7.8274e-09,2.4459e-09,1.6583e-08,3.2218e-09,5.4857e-08,7.4654e-09,6.4974e-08,5.2385e-08,169.4,67.0,-0.5159,1.09,-9.268,1.68,0.002548,0.00268,0.813,0.237,-0.192,0.598,0.116,0.0,0.347,0.055,0.64,0.512,0.264,-0.256,0.96,0.264,-0.32
1141,3.0798e-06,2.2838e-08,4.2653e-06,2.8143e-08,1.0491e-05,5.671e-08,3.9671e-05,6.7919e-07,360.3,20.4,-0.9739,0.0298,-2.179,0.0723,0.08904,0.00271,9.262,0.532,8.768,9.006,0.261,8.96,8.605,0.128,9.088,6.912,0.091,4.288,20.096,0.516,1.216
1145,1.394e-07,8.7789e-09,1.4455e-07,9.6584e-09,1.9288e-07,2.3756e-08,5.8881e-08,1.6056e-07,97.22,7.26,-1.127,0.214,-3.126,0.74,0.01797,0.00496,2.067,0.304,0.576,1.762,0.148,0.64,1.185,0.068,0.896,1.6,0.547,-0.384,32.192,4.207,-28.416
1148,3.6223e-07,3.6194e-08,7.8446e-07,3.9433e-08,4.2091e-06,9.3986e-08,5.8903e-06,5.5714e-07,382.1,45.8,0.279,0.252,-2.59,0.405,0.008414,0.00118,1.633,0.324,10.048,1.466,0.159,10.176,1.001,0.076,10.88,14.976,0.63,5.248,49.344,3.014,0.896
1152,2.1097e-07,2.7359e-08,2.3726e-07,2.3885e-08,6.4358e-07,6.9357e-08,2.22e-06,7.291e-07,314.5,226.0,-0.7867,0.618,-2.235,1.16,0.003248,0.00177,0.54,0.284,1.472,0.285,0.138,5.76,0.272,0.068,-0.576,161.088,2.211,-146.944,274.88,4.108,-163.328
1153,1.0349e-07,1.8295e-08,1.1463e-07,1.6409e-08,1.6737e-07,3.9948e-08,0.0,5.7207e-07,143.8,37.7,-0.6344,0.595,-2.94,1.86,0.005891,0.0041,0.515,0.207,-0.064,0.339,0.102,-0.064,0.253,0.05,0.64,2.56,0.453,-0.64,9.024,5.924,-4.608
1154,2.4175e-09,1.1888e-09,1.2153e-08,1.7757e-09,9.765e-08,6.5147e-09,1.0894e-06,1.4915e-07,313.4,239.0,0.5562,1.62,-1.478,0.248,0.00232,0.00277,1.939,0.302,0.128,1.633,0.142,0.192,0.404,0.057,0.512,0.104,0.025,0.009,0.193,0.02,-0.038
1156,1.8104e-06,4.8968e-08,2.7678e-06,7.2212e-08,8.7226e-06,2.1602e-07,2.373e-05,2.5152e-06,270.7,122.0,-0.6381,0.388,-1.685,0.131,0.006691,0.00276,0.818,0.243,50.752,0.619,0.121,50.816,0.583,0.059,50.944,63.488,0.373,20.608,189.056,3.238,-73.216
1157,1.6509e-06,2.3226e-08,1.9944e-06,1.9464e-08,6.8768e-06,5.8786e-08,1.1393e-05,4.4916e-07,231.3,10.8,-0.86,0.0471,-2.221,0.0518,0.07798,0.00387,12.187,0.55,13.184,10.04,0.259,12.544,8.807,0.123,12.736,9.28,0.091,12.224,170.56,2.318,2.816
1159,1.2814e-07,9.7193e-09,2.4416e-07,9.2817e-09,1.0316e-06,2.913e-08,1.0614e-06,1.6759e-07,318.1,37.7,-0.9504,0.0817,-2.724,0.636,0.0199,0.00155,3.727,0.369,0.576,3.496,0.181,0.704,2.907,0.086,1.344,1.6,0.181,-0.192,18.24,2.56,-14.592
1167,7.5079e-08,1.1383e-08,9.6625e-08,1.2405e-08,2.2754e-07,3.3916e-08,0.0,2.3744e-07,141.3,68.1,-0.5352,1.01,-2.138,0.397,0.005637,0.00711,0.609,0.209,-0.64,0.407,0.101,1.984,0.287,0.05,0.32,7.552,1.946,0.576,24.576,2.473,-0.512
1190,3.6638e-07,1.3424e-08,3.6528e-07,1.1138e-08,7.6439e-07,3.2258e-08,6.0657e-07,1.9641e-07,123.7,5.9,-0.858,0.129,-3.675,1.23,0.03124,0.00474,4.008,0.369,0.96,3.39,0.176,1.088,2.545,0.08,1.088,1.792,0.143,0.256,7.168,1.094,-3.584
1196,1.0954e-07,1.9333e-08,2.4734e-07,1.9543e-08,1.0187e-06,6.068e-08,7.1273e-07,3.4403e-07,231.6,59.5,0.03438,0.561,-2.245,0.472,0.006004,0.00304,0.731,0.214,-0.448,0.554,0.104,-0.448,0.395,0.052,1.6,103.36,1.28,-85.504,162.944,4.04,-110.08
1200,8.1351e-07,2.2849e-08,1.0067e-06,2.3172e-08,1.5811e-06,4.6478e-08,3.7691e-07,2.5947e-07,95.65,5.09,-0.3909,0.27,-2.901,0.225,0.04871,0.0176,1.375,0.239,5.696,1.169,0.117,5.888,1.065,0.057,5.888,7.296,0.345,2.688,27.712,2.382,-7.68
1204,4.9451e-08,9.4045e-09,1.0667e-07,1.0522e-08,2.4524e-07,2.1963e-08,8.872e-08,1.0296e-07,220.8,39.0,-0.956,0.243,-5.173,57.4,0.006589,0.00144,5.125,0.403,0.192,3.304,0.176,0.32,1.213,0.069,1.088,1.024,0.181,0.064,3.712,1.549,-0.128
1211,7.9075e-09,3.2531e-09,3.3551e-08,3.9764e-09,1.1023e-07,8.1043e-09,5.6211e-08,3.8685e-08,244.7,38.3,0.08801,0.476,-9.819,6.25,0.005497,0.00191,2.084,0.304,0.0,1.685,0.143,0.192,0.68,0.062,0.832,0.276,0.047,0.0,0.763,0.536,-0.09
1213,5.1741e-08,1.5966e-08,1.0978e-07,1.5949e-08,5.7666e-07,4.1702e-08,2.9292e-07,2.9129e-07,370.1,256.0,-0.7157,0.582,-2.14,0.92,0.002183,0.000991,0.708,0.232,-0.96,0.428,0.11,8.832,0.258,0.054,7.104,12.416,0.63,4.16,20.224,0.91,-0.128
1235,1.8242e-06,4.4488e-08,2.1199e-06,4.7059e-08,5.3221e-06,1.0519e-07,9.3166e-07,5.8794e-07,184.0,8.96,-1.085,0.0676,-3.934,2.16,0.02819,0.00192,2.639,0.313,11.648,2.534,0.153,11.712,2.408,0.074,8.32,139.392,0.466,6.592,189.952,0.487,1.152
1244,1.1405e-06,2.9948e-08,7.2667e-07,2.6366e-08,9.6071e-07,8.5137e-08,2.9593e-07,4.4803e-07,89.34,5.39,-1.128,0.204,-3.268,0.764,0.01945,0.00511,0.95,0.233,26.88,0.857,0.115,26.368,0.787,0.057,26.88,22.656,1.462,6.464,57.28,8.772,-17.92
1279,3.2859e-07,1.5725e-08,4.2626e-07,1.7883e-08,8.0718e-07,4.364e-08,2.7354e-07,3.4957e-07,98.86,78.5,-1.058,1.02,-1.885,0.0962,0.01376,0.0226,1.406,0.313,9.984,1.204,0.154,9.984,0.921,0.075,10.24,11.904,0.453,0.64,37.76,1.494,-10.752
1288,2.078e-06,4.2525e-08,5.5446e-06,5.5655e-08,2.325e-05,1.5285e-07,5.3932e-06,1.1733e-06,345.9,22.1,-0.7795,0.0497,-2.237,0.0917,0.04102,0.00182,6.814,0.458,62.592,6.553,0.224,62.72,5.325,0.102,63.232,100.224,0.516,26.88,318.592,2.052,6.528
1289,2.3567e-08,3.1699e-09,3.4574e-08,3.568e-09,1.1134e-07,8.634e-09,1.5483e-07,7.7969e-08,200.4,62.2,-0.8229,0.437,-2.593,1.05,0.005506,0.00243,2.36,0.317,0.064,1.437,0.141,0.192,0.713,0.062,0.832,0.263,0.017,0.033,0.681,0.043,-0.027
1291,1.3154e-07,1.426e-08,2.8468e-07,1.3887e-08,1.5422e-06,4.122e-08,2.6686e-06,2.9053e-07,534.3,57.9,-0.367,0.108,-3.507,2.38,0.008173,0.000503,2.283,0.29,0.064,1.905,0.138,0.192,1.384,0.064,3.712,6.848,0.272,1.92,15.296,0.834,-0.064
1298,2.1941e-08,9.1842e-09,3.2747e-08,8.9391e-09,5.4184e-08,1.8737e-08,0.0,1.6587e-07,94.58,74.4,-0.9393,2.35,-2.432,1.15,0.002833,0.00927,0.462,0.215,-0.96,0.322,0.106,-0.96,0.223,0.052,-0.192,1.664,0.779,-0.768,3.904,0.231,-1.152
1303,2.1192e-07,1.4443e-08,2.4633e-07,1.665e-08,1.1846e-06,3.4984e-08,1.2733e-05,7.8218e-07,536.6,218.0,-0.6029,0.227,-1.546,0.109,0.005182,0.000895,1.13,0.257,3.2,0.829,0.123,3.2,0.604,0.057,5.696,7.936,0.181,3.008,21.248,2.064,-4.096
1306,1.4293e-07,1.2813e-08,1.2444e-07,1.3041e-08,1.8113e-07,2.3347e-08,3.2798e-07,2.1564e-07,64.31,29.7,-0.1453,3.64,-2.286,0.205,0.03595,0.219,0.679,0.237,-0.64,0.542,0.117,-0.64,0.435,0.058,-0.064,3.072,0.181,-0.512,7.296,2.834,-1.856
1308,3.5419e-09,1.2981e-09,1.9467e-08,2.1302e-09,7.1334e-08,5.3092e-09,0.0,7.3401e-08,186.8,67.6,0.2934,1.21,-2.439,0.865,0.005874,0.00679,3.266,0.338,0.064,1.601,0.139,0.128,0.427,0.058,0.832,0.058,0.007,0.0,0.215,0.026,-0.096
1318,1.2419e-07,2.6086e-08,3.2616e-07,4.118e-08,7.0175e-07,1.0074e-07,0.0,7.2203e-07,87.96,13.5,-0.9001,0.642,-9.177,8.22,0.007224,0.00572,0.976,0.373,24.96,0.847,0.182,13.632,0.545,0.089,25.664,48.64,1.438,0.0,185.856,7.707,-9.728
1359,8.4114e-09,3.0201e-09,1.1281e-08,3.3142e-09,6.84e-08,8.9757e-09,5.6816e-07,9.5999e-08,1000.0,2.16,-0.8653,0.621,-7.16,2.19,0.001159,0.000483,2.005,0.324,0.128,1.246,0.148,0.192,0.309,0.06,0.512,0.107,0.015,0.028,0.258,0.154,-0.021
1382,8.403e-08,1.0106e-08,1.2212e-07,1.2998e-08,2.764e-07,2.9208e-08,3.1009e-07,1.9666e-07,166.8,31.9,-0.8519,0.372,-9.309,1.36,0.005162,0.00199,0.552,0.237,-1.152,0.51,0.115,0.0,0.428,0.057,0.0,3.2,1.64,-1.344,7.808,6.936,-2.048
1384,2.4439e-08,2.0621e-08,2.0175e-08,2.4462e-08,1.3126e-07,5.6304e-08,3.0993e-07,4.4363e-07,184.3,31.6,-0.6507,0.298,-2.728,0.791,0.01288,0.00404,1.59,0.349,0.512,1.317,0.171,0.704,0.88,0.081,0.768,31.104,1.175,-4.864,49.152,2.073,-18.176
1385,2.4058e-06,4.7313e-08,4.3351e-06,4.3357e-08,1.8906e-05,1.1556e-07,6.8733e-05,1.4507e-06,550.1,28.8,-0.4325,0.0438,-2.695,0.253,0.02809,0.000793,3.852,0.346,13.248,3.617,0.171,13.312,3.336,0.083,13.952,15.296,0.143,11.456,51.776,2.064,-7.936
1396,3.0881e-07,1.6163e-08,4.8122e-07,1.6066e-08,1.0195e-06,5.3231e-08,7.9767e-07,4.4663e-07,303.5,124.0,-1.245,0.201,-2.547,1.51,0.005644,0.00113,1.786,0.298,0.768,1.682,0.146,0.896,0.948,0.066,1.472,15.104,0.607,2.112,20.992,0.41,-0.576
1404,6.4893e-09,4.1658e-09,1.6486e-08,6.2473e-09,8.9585e-08,1.3605e-08,4.6539e-08,7.2788e-08,323.9,310.0,-0.5418,0.945,-1.897,0.683,0.001731,0.00141,0.716,0.258,-0.448,0.563,0.125,0.0,0.393,0.061,0.384,0.704,0.32,-0.512,1.408,0.59,-1.024
1406,1.0039e-06,1.7087e-08,1.1918e-06,1.8644e-08,1.9958e-06,3.2292e-08,6.0216e-06,4.2162e-07,130.0,10.9,-0.5153,0.186,-2.185,0.0669,0.04687,0.0115,2.102,0.272,3.072,1.968,0.133,3.264,1.753,0.066,3.456,7.808,0.231,3.136,19.968,0.547,0.704
1425,2.1191e-06,2.3524e-08,1.9737e-06,2.4415e-08,3.2047e-06,4.0583e-08,3.8623e-06,3.8548e-07,204.5,10.0,-1.324,0.0362,-2.725,0.193,0.04934,0.00195,9.52,0.547,5.888,9.225,0.272,6.016,7.03,0.123,6.528,3.392,0.181,2.88,10.432,0.653,0.256
1432,9.3028e-07,3.3864e-08,7.0622e-07,2.5522e-08,1.0491e-06,7.2727e-08,0.0,4.599e-07,139.4,37.1,-1.015,0.47,-2.484,0.55,0.006754,0.00372,0.582,0.223,3.392,0.503,0.109,1.216,0.428,0.054,1.856,17.024,1.132,-0.32,38.72,3.183,-8.704
1439,1.1714e-07,1.521e-08,1.1241e-07,1.3685e-08,1.1453e-07,4.0526e-08,7.1739e-07,6.1021e-07,109.0,74.3,-1.527,0.675,-2.228,0.527,0.004356,0.004,0.559,0.296,-0.896,0.534,0.144,-0.448,0.405,0.071,-0.064,2.176,0.842,-0.64,8.32,1.988,-1.024
1440,8.9331e-07,1.6063e-08,1.4503e-06,1.7198e-08,6.0533e-06,6.7476e-08,6.4206e-06,3.781e-07,282.4,6.77,-0.4372,0.0366,-3.41,0.272,0.08034,0.00247,12.458,0.573,15.936,11.496,0.271,16.384,10.01,0.128,16.64,2.752,0.143,13.824,24.384,1.032,0.64
1443,1.2953e-07,5.9645e-09,2.8465e-07,7.1491e-09,7.91e-07,2.0477e-08,5.881e-07,1.2211e-07,163.6,7.72,0.04294,0.14,-2.592,0.137,0.05715,0.00884,4.713,0.368,0.256,4.492,0.182,0.32,3.385,0.083,1.024,1.152,0.143,0.256,2.496,0.898,0.0
1446,2.9672e-07,2.4732e-08,4.4389e-07,2.3149e-08,1.4987e-06,7.7624e-08,4.8721e-07,3.5047e-07,382.0,137.0,-0.8958,0.264,-3.154,4.71,0.003752,0.000773,0.615,0.224,6.08,0.483,0.111,6.272,0.459,0.054,2.304,9.216,0.604,1.536,33.536,5.971,-7.68
1447,4.4696e-07,1.8727e-08,9.4803e-07,2.4585e-08,3.2063e-06,5.2814e-08,4.04e-06,4.7265e-07,295.6,13.6,0.6941,0.148,-3.177,0.383,0.02624,0.00248,1.754,0.318,2.112,1.743,0.158,2.24,1.784,0.079,2.688,11.136,0.32,2.816,22.72,0.59,0.768
1449,5.3028e-07,3.0358e-08,6.9512e-07,2.1273e-08,1.4033e-06,5.0058e-08,2.1347e-06,5.6451e-07,336.0,52.6,-0.6378,0.155,-2.668,0.713,0.009372,0.0012,1.54,0.268,3.008,1.468,0.131,3.008,1.207,0.063,3.136,22.656,0.405,3.072,33.216,0.5,0.064
1452,9.2702e-08,1.7634e-08,2.5269e-07,1.988e-08,6.5177e-07,4.6435e-08,2.2381e-07,2.4585e-07,212.3,32.6,-0.3964,0.349,-3.745,3.97,0.007877,0.0024,0.83,0.301,-0.448,0.782,0.146,-0.32,0.668,0.072,0.384,6.272,0.373,0.832,12.16,1.012,-0.704
1453,2.8979e-08,2.33e-09,6.0954e-08,2.6477e-09,4.069e-07,9.9032e-09,6.8756e-07,1.1089e-07,239.5,17.9,0.07928,0.212,-4.762,6.69,0.01307,0.00215,11.89,0.508,0.064,7.306,0.211,0.128,1.803,0.073,0.512,0.192,0.091,-0.064,0.192,0.453,-0.064
